userName,score,at,content,sentimen
Pea Sagala,5,2024-10-03 00:34:53,sangat membantu,Positif
Feri Putra,5,2024-10-03 00:19:30,ok,Positif
billy hermansyah,5,2024-10-03 00:17:36,sangat membantu,Positif
Hendra Wibowo,5,2024-10-03 00:02:54,mksi bosku proses ga ribet,Positif
Rijali Rahman,5,2024-10-02 23:53:51,"Pinjaman sudah lancar,bayar tepat waktu,dan sdh bbrp kali pinjam,setelah pelunasan,mau pinjam lagi,malah gak punya limit pinjman lgi🥲sedih banget",Positif
Idris Harmoko,5,2024-10-02 23:50:35,sangat membantu,Positif
Sri anggraeni Astuti,2,2024-10-02 23:48:13,kasih 2 dulu...kalo bagus saya kasih 5,Negatif
Didik Siswanto,1,2024-10-02 23:48:04,Tolong hapus data diri saya dan jangan di salah gunakan. Saya akan menghapus aplikasi ini sekarang karena pengajuan saya di tolak,Negatif
Herman dodoi,5,2024-10-02 23:30:50,"kerenlah pkoknya apl ini, sangat2 membantu🤗🤗",Positif
pinky boy,1,2024-10-02 23:28:51,Susah dapat limit,Negatif
Joe Grace,1,2024-10-02 23:22:05,Kenapa Limit Pinjaman Saya Tidak ada ya?? Padahal Sudah Melunaskan Semua tagihan... Lantas Kenapa Langsung Tdak ada limit pinjaman lagi ya??,Negatif
Barat Daya,4,2024-10-02 23:17:16,membantu kaum ekonomi lemah,Positif
Yoga Pratama,5,2024-10-02 22:56:33,bagus,Positif
Lisna Waty,5,2024-10-02 22:56:04,ok,Positif
rizke setyawati,5,2024-10-02 22:41:02,baik cepat mudah,Positif
Desta Aranda,5,2024-10-02 21:04:36,Sangat membantu,Positif
Tiga Phoenix,1,2024-10-02 20:29:11,Harusnya orang yg meminjam di aplikasi ini tu di Ayomi dengan baik dong..apa lagi yang gak pernah nunggak cicilan nya..ataupun pembayaran mereka sebelum jatuh tempo .... Dan kenapa pengajuan pinjaman ku yg ke 2 kali gagal..??? Pdahal dah ak ftoin STNK untuk kelengkapan dokumen agar bisa 90 persen cepet cair.... Tapi nyata nya kek 💩. Harus nunggu ...dan keknya PHP. . ajuan sedang diverifikasi sistem... 💩Lah..💩... INGATLAH :: PEMINJAM ADALAH NASABAH YANG PATUT DI PRIORITAS KAN..!!!!!!!!,Negatif
Anesta Jasuian,5,2024-10-02 20:27:57,mudah dan nggak ribet,Positif
Yama Haa,2,2024-10-02 20:19:04,"03:12wib....3 Oktober...YANG MAU DONLOAD ..WAJIB DIBACA DAN DI PAHAMI SECARA SEKSAMA !!!!!!!!!!!!!! POINT PLUS NYA ; 1.Sebenarnya ni apk tu bagus... 2.Bunga emang rendah bgt... (Contoh > saya pinjam 100k. ..bayarnya cuma 29.500 x 4 cicilan...meski per 2 Minggu sekali kudu bayar cicilan nya) 3.DFTR CEPAT PROSES PENCAIRAN CEPAT 4.BISA DI CAIRKAN MELALU APK..(OVO,GOPAY,SHOPEPAY,DANA DAN REK BANK..) 5.KETIKA KITA BAYAR CICILAN LANGSUNG TERKONFIRMASI dan status pinjaman/ cicilan auto berubah...",Negatif
Antony E P Tampubolon,5,2024-10-02 20:11:02,ok,Positif
Mala Zafrina,2,2024-10-02 19:41:47,"Kok aneh sih, sebelumnya saya dapet limit 400rb, sudah saya gunakan, setelah sudah saya bayar semua, kenapa limit saya malah berkurang jadi 200 padahal blm jatuh tempo saya bayar, ku kira limitnya bakal naik eeehhh malah turun :(",Negatif
Muhammad Rafly,4,2024-10-02 19:31:01,pinjaman cepat tapi sayang nya periode nya 4 doang,Positif
G-project101,5,2024-10-02 19:23:56,mantap pinjaman sangat cepat prosesnya,Positif
Ginanjar Gie,4,2024-10-02 19:22:57,cepat dan terpercaya,Positif
Apendi Pmkt,5,2024-10-02 19:18:28,sangat bagus,Positif
noldy wahyudin,5,2024-10-02 19:14:38,nice,Positif
Ina Putri 33,5,2024-10-02 19:07:03,sangat cepat,Positif
Yuli Anto,5,2024-10-02 18:59:44,mantap,Positif
Bang.risky.e,5,2024-10-02 18:57:59,nice,Positif
Hesti Arumiati,4,2024-10-02 18:57:46,bagus sih tp limitnya sedikit. jadi uangnya cuma bisa buat ngopi ga bisa buat modal usaha.,Positif
lionel nicky42,5,2024-10-02 18:47:54,sangat membantu,Positif
Lidon Gultom,4,2024-10-02 18:29:27,mudahan,Positif
Bukhori Naza,5,2024-10-02 18:17:40,limit pertama 4 jt bunga relatif,Positif
Avin ferdian,1,2024-10-02 18:01:38,knpa skrang saya ga prnah lolos pdhal setiap belum jatuh tempo msih kurang 1-2buan udh saya lunasin.. mlah bayar cepat skrg ga lolos,Negatif
Oppo Reno8T,5,2024-10-02 17:58:29,Apl ini sangat membantu saat keadaan darurat,Positif
Cem,5,2024-10-02 17:40:41,baik,Positif
Akoy Lampung,5,2024-10-02 17:37:33,sangat membantu,Positif
TOTO JITU AS KOP SDY,5,2024-10-02 17:36:18,Bagus dan sangat membantu......,Positif
Dimas Adhiwinarno,4,2024-10-02 17:32:55,daftar cepat tanpa ribet,Positif
Putra Ramadhani,4,2024-10-02 17:26:08,mantap,Positif
shintia parastika,5,2024-10-02 17:18:30,keren,Positif
Meli Meli,5,2024-10-02 17:17:53,membantu boskuu,Positif
rough. david62,1,2024-10-02 17:17:31,Parahhh... limited ak diturunin padahal pembayran ak bagus hhaha Makasi deh gpp Gk akan pakai lagi tq,Negatif
Muhammad ghofur leonardo,5,2024-10-02 17:12:31,mudah untuk daftar dan acc trimakasih,Positif
Naufal Juda,1,2024-10-02 17:11:37,Pada udah ngelunasin dengan cepat tapi limit ga naik pinjol macem apa ini,Negatif
Muhammad Sawir,3,2024-10-02 17:08:39,"Bagus sih tapi mau pengajuan ulang kok udah ga bisa ya? Padahal saya rajin bayar perbulannya ga pernah lambat, jadi saya kasih bintang 3 aja dlu",Positif
Prapto Milanisti,1,2024-10-02 17:05:37,bunga nya gede amatytyy,Negatif
Silvìa Anggraeni,5,2024-10-02 17:01:07,sangat membantu,Positif
Dimas Bas,5,2024-10-02 16:43:25,Ini baru aplikasi yg sangat membantu. Prosesnya mudah dan gampang,Positif
melyo Souhaly,5,2024-10-02 16:38:53,Sangat Membantu dalam kesulitan🤗❤️,Positif
Risfani Anugerah,5,2024-10-02 16:34:00,bener bener sangat membantu di saat kesusahan,Positif
Soooyaaa,1,2024-10-02 16:29:01,Tenor cuma 15 hari kok gak 1 bulan,Negatif
mamahazizah 2019,5,2024-10-02 16:19:34,"benar"" sangat membantu ..trimkasii",Positif
agus sutikno,5,2024-10-02 16:17:09,mudah cepat,Positif
Ratih Dwi Sulistyaningrum,5,2024-10-02 16:15:03,mudah dan cepat,Positif
Raka Pranoto,5,2024-10-02 16:13:10,makasih easy cash telah membantu dalam kesulitan mendadak,Positif
HEKER MEDAN,5,2024-10-02 16:10:32,Bunga rendah luar biasa nomor 1,Positif
Andy Olivia,5,2024-10-02 16:04:07,Sangat membantu untuk kebutuhan mendesak bunga juga rendah joss pokoknya👍,Positif
Penox 5698,4,2024-10-02 16:02:03,ok,Positif
Muhamad Saripudin,5,2024-10-02 15:58:11,sangat puas,Positif
faisal ramali,1,2024-10-02 15:57:27,"Tolong hapus data saya, karena tidak sesuai dengan iklannya,hanya janji kosong, sekali lagi hapus data saya.. Saya uninstal apk easycash..",Negatif
Dwi Darna,5,2024-10-02 15:56:25,Bagus bgt,Positif
Ronald Wea,5,2024-10-02 15:56:08,"aplikasinya sangat membantu,dan limidnya juga bagus,sangat membantu",Positif
Budi bulao bulao,5,2024-10-02 15:43:53,sangat baik,Positif
Yosep Andrew S,2,2024-10-02 15:36:17,Pertanyaan saya knpa saya pinjaman lagi di tolak,Negatif
Roy SpKj,5,2024-10-02 15:27:49,Sangat membantu kebutuhan yang bersifat mendesak dikarenakan prosesnya sangat cepat,Positif
Raditian 123,5,2024-10-02 15:21:04,bgus skli,Positif
wulansari setyaningsih,5,2024-10-02 15:13:36,mantap,Positif
Fawwas Alfarizqi,5,2024-10-02 15:10:58,Baruuupertama kali liat apk ini bunganya rendah sangat terjangkau bnget mksihhyah akhirnya aku bisa minjam walaupun 200 dulu tapi noprblem..,Positif
Lelyanti Vangobel,2,2024-10-02 15:07:46,Udah dilunasi sevelum waktunya limit malahan lebih turun👎,Negatif
Anggara Yudi,5,2024-10-02 15:06:16,sangat membantu,Positif
DIAN T Ananda (Bg black),5,2024-10-02 15:05:09,ok,Positif
vie chessa,5,2024-10-02 15:03:48,Sangat membantu sekali,Positif
Sarifah Zuhro,4,2024-10-02 14:41:48,Rabu tgl 2 Oktober 2024 saya menghapus akun easy Cass Terima kasih atas pinjaman nya..,Positif
Sity Rahma,5,2024-10-02 14:40:11,Alhamdulillah sudah bisa lagi ya kak.. terimakasih,Positif
Petrus Bere,5,2024-10-02 14:37:11,Pinjamannya cepat dan mudah,Positif
Papa ikhsan Channel,5,2024-10-02 14:34:56,Terbaik,Positif
Ari Oktaviyanti,3,2024-10-02 14:31:42,"Sangat membantu pas keadaan dadurat,, tapi makin kesini ko tenor pembayaran nya makin pemdek. Jadi cuma 15 hari doang",Positif
Wartam Wartam,5,2024-10-02 14:31:40,pendaftaran mudah limit tinggi,Positif
Tri Gonggo,5,2024-10-02 14:31:15,good,Positif
MAYBE FF,3,2024-10-02 14:23:04,limitnya terlalu kecil,Positif
Diki Suryadi,5,2024-10-02 14:18:16,Go,Positif
Aitiyah Nur fasekha,5,2024-10-02 14:16:30,semoga amanah,Positif
thamara melanesya,3,2024-10-02 14:14:52,"Kemrin aku kasih ulasan karna pelayanan yang sedikit lambat, gak lama ada yang ngechat mengatas namai easycash dia bilang kalau aku bisa ganti nomor tapi dikenai biaya 355rb trus suruh scan kode QR suruh hapus ulasan, dia bilang pinjaman aku udah lunas semua padahal belum, kalau aku chat dari agen di aplikasi katanya ga bisa ganti nomor kalau belum lunas semua, trus yang di wa bilang bisa cuman bayar 355rb. Jadi siapa yang salah, yang di wa itu beneran dari pihak easycash bukan, masa iya dia...",Positif
Oppa Qetztaza,5,2024-10-02 14:07:12,nice,Positif
Tugimin Bahari,1,2024-10-02 14:06:01,"Verifikasi norak...,chat yang bales komputer. Ciihhh",Negatif
putri Ds,5,2024-10-02 13:57:04,keren,Positif
Yaman Maulana,4,2024-10-02 13:51:11,mantul,Positif
Afifa Almeera,5,2024-10-02 13:33:20,makasih,Positif
RIZKY,1,2024-10-02 13:30:22,"Terima kasih buat easycash,saya baru telat 2 hari langsung main lapor saja. Padahal sudah di bilang saya lagi ada musibah. Akhirnya seluruh akun pinjaman saya diblokir. Semoga juga mengalami seperti saya alami",Negatif
Putri Nurdianti,1,2024-10-02 13:17:41,"Saya pengguna lama apk ini..tadi nya saya seneng mengunakan apk ini,soal nya setiap pelunasan limit selalu bisa di gunakan,LG ehhh sekarang setelah pelunasan limit ada tp tidak bisa di gunakan.padahal pembayaran tdk pernah telat,,setadinya saya mau staytone di apk ini,,eh ternyata banyak yg sama limit tdk bisa di pakai,,auoto pindah ke tetangga sebelah ini mah,,semoga apk ini kedepan nya memiliki nasabah yg TDK banyak galbay karena sudah menyepelekan pengguna setia dlm pembayaran ny,,cukup skian",Negatif
Christman Leonard Manurung,5,2024-10-02 13:10:23,top banget,Positif
Anton Suharanto,5,2024-10-02 13:10:04,aplikasi sangat bagus data cepat .,Positif
Muhamad Yandi Hidayat,3,2024-10-02 13:06:21,"hallo ka,,,kenapa pengajuan ke 4 saya di tolak,bahkan saya tidak pernah jatuh tempol/telat pembayaran sama sekali,minggu kemarin sisa pembayaran saya sebesar 757rb,saya langsung melaku kn pembayaran semua nya,,,di situ limit saya ada 1.3jt,saya mau melaku kan pinjaman kenapa tidak bisa malah di tolak,di situ saya kecewa banget sampe sekarang tidak ada keterangan sama sekali,mohon di bantu",Positif
Hadi Prastiyo,5,2024-10-02 13:05:38,saya senang dengan aplikasi ini karenanya bagus dan sangat membantu dan sangat cepat di setuju untuk pemindahan trimakasih Easycash,Positif
Apriaco,5,2024-10-02 13:04:34,Aplikasi sangat membantu,Positif
Kukuh suprayitno,1,2024-10-02 12:53:46,good,Negatif
Ratih nur wulandari,5,2024-10-02 12:51:13,tidak ribet MasyaAllah,Positif
Arya Maulana,1,2024-10-02 12:49:59,"Saya download apk ini merasa di rugikan sekali, setalah melunasi tagihan dengan harapan bisa meminjam kembali, hasil nya zonk limit langsung tidak tersedia",Negatif
Burnok Bae,1,2024-10-02 12:45:54,Tdk pernah di acc. Mohon dengan sangat hapus data saya. Terimakasih...,Negatif
syamsul ridwan,5,2024-10-02 12:41:17,sangat membantu,Positif
KI LURAH RUSWILAH,5,2024-10-02 12:32:50,mantap jiwa semoga sukses untuk semuanya,Positif
Andi Darwis,5,2024-10-02 12:32:06,sangat menarik,Positif
Yadi Setiadi,1,2024-10-02 12:29:49,"Aplikasi payah...sdh 4 hari masih sedang dalam pemeriksaan, verifikasi 4 hari g kelar2,ngapain kalian???tidur ya🤣🤣🤣",Negatif
Euis Dati06,5,2024-10-02 12:22:23,kalo bisa setoran nya sebulan sekali biar ga terlalu cepet pembayaran,Positif
rahmat budidaya,5,2024-10-02 12:17:43,mantap easy case,Positif
bois kandar,5,2024-10-02 12:17:40,respon cepat,Positif
Fear 16,5,2024-10-02 12:14:35,sangat membantu,Positif
Samsurya Rhia,5,2024-10-02 12:13:01,ok,Positif
Teguh Prihatin.,5,2024-10-02 12:12:06,Bagus,Positif
Amcy Patty,5,2024-10-02 12:11:54,bagus di saat butuhkan dana,Positif
Topan napot,3,2024-10-02 12:11:18,klo berhasil tak kasih bintang 5 okehh,Positif
Tole Zang,1,2024-10-02 12:10:17,Jangan mau lunasin kalo sudah bayar bakal susah minjam lagi,Negatif
TRIBAL LOMBOK,5,2024-10-02 12:06:07,Mantab terima kasih sudah di percaya untuk pinjem uang Alhamdulillah meringankan beban pikiran,Positif
Putry Takarendehang,1,2024-10-02 12:02:28,Banyak iklannya,Negatif
Ariani Pane,5,2024-10-02 11:54:35,Bismillah semoga lucky to me for my child,Positif
Galaty 4,3,2024-10-02 11:51:21,simple,Positif
Sandi Rizal,5,2024-10-02 11:38:43,Sangat rekomen,Positif
Hadiputra Putra,5,2024-10-02 11:37:58,sangat terbantu,Positif
Dzaky Toys,1,2024-10-02 11:36:58,"pinjaman sudah dilunasi ,pengajuan lagi ga bisa,,",Negatif
Ada Ajah,5,2024-10-02 11:33:55,semoga membantu,Positif
Hosniyanto,2,2024-10-02 11:27:54,"Minta tolong, knp akun saya belum di hapus, karna saya sdh gak makek apk ini lagi, tolong segera di hapus🙏🏻",Negatif
Siti Maesaroh,5,2024-10-02 11:27:49,mntap,Positif
Alfa Athaya husein Almaer,1,2024-10-02 11:27:35,Aneh limit semakin berkurang padahal pembayaran selalu tepat waktu,Negatif
Karmila De,5,2024-10-02 11:19:12,mudah2an saya bisa mengajukan limit yang lebih tinggi,Positif
Dyah Purwati,5,2024-10-02 11:12:33,"sangat memuaskan dan bermanfaat buat kita para ibu""",Positif
Adrian Lutfi,1,2024-10-02 11:10:01,Apus data saya ga lolos soalnya udah ga lolos di telfonin suruh minjem terus aneh apus data saya oiiii,Negatif
Erwan Frojeck93,5,2024-10-02 11:09:35,naikin limit nya dong,Positif
Novita Dwiani,1,2024-10-02 11:08:39,"Mau penghapusan akun kode otp tidak muncul padahal ada pulsa diatas 10rb dan cs tdk ada respon. Tolong dong perbaiki lagi layanannya, dan jgn dipersulit untuk penghapusan akun",Negatif
Insan Maulana,5,2024-10-02 10:56:51,NICE,Positif
Dewi Harni,5,2024-10-02 10:56:29,sangat baikkkk terima kasih,Positif
Heru Apriyansah,2,2024-10-02 10:55:38,baik,Negatif
sego jagung,5,2024-10-02 10:52:43,Kenapa akun saya ngga mau masuk lagi,Positif
Abdul Aziz,3,2024-10-02 10:44:32,Selamt sore bapak / ibu.. Mohon bantuanya agar data data pribadi saya bisa di hapuskan dari aplikasi karena saya tidak berminat lagi untuk menggunakan aplikasi ini,Positif
zaka banoet,1,2024-10-02 10:31:54,Gk guna💩,Negatif
Harni,1,2024-10-02 10:24:03,"Tolong min kalo marketing jgn nelpon napa baru daftar aja, gak jadi ngutang di tawarin utang sampai nelpon beberapa kali jujur ganggu. Katanya terdaftar ojk kok maksa banget buat di utangin.",Negatif
Andi BiiBii,1,2024-10-02 10:18:47,Jgn pernah ajuin kredit dsni... Promo doang yg hebat... Acc kagak nunggu info ga dtg2.... Bkin kesal... Untung aj kntor nya ga dsni.. Bagus nya di kritik tdk becus pelayanan nya.. 😫,Negatif
Ardiyan Ardiyan,1,2024-10-02 10:15:15,"Bunga pinjaman Sangat tinggi,saya Sangat tidak nyaman menggunakan aplikasi ini,angsuran saya tidak pernah telat sekalipun,tapi ditelpon terus sehari bisa 3 sampai 4 kali sama cs, itu sangat mengganggu sekali,saya kerja kok ditelpon terus, sangat tidak profesional",Negatif
Mustofa Kamal,5,2024-10-02 10:06:41,ntap,Positif
Dwi Suranti,5,2024-10-02 10:05:14,"suka banget sama easycash mudah dan transparan, cocok banget waktu pas kepepet kemarin ga perlu repot ini itu langsung cair hari itu juga, yg penting taat dan bayar tepat waktu yaaaa makasih",Positif
Renata Aurelya,1,2024-10-02 09:59:48,"Padahal bayar selalu tepat waktu bahkan sebelum waktunya udah lunas, tapi limitnya kok malah turun dari 1.500.000 turun jadi 1.200.000. lah sekarang malah jadi 100.000",Negatif
Sem Boz,5,2024-10-02 09:59:29,oke,Positif
Ude Rahmatillah,5,2024-10-02 09:54:36,cepat kilat,Positif
Aziz,5,2024-10-02 09:52:45,aku baru mencobanya aq minjem 500 semoga barokah amin...,Positif
Fitriya Riawanthie,1,2024-10-02 09:41:44,Maaf kakak karena tidak d ACC ..maka saya tidak jadi pinjam kk..mohon data saya d hapus.. terimakasih...,Negatif
Nasrodin Harada,5,2024-10-02 09:39:03,sangat baik,Positif
Raditya Radit,5,2024-10-02 09:38:03,cepat,Positif
okti ratih kumalasari,1,2024-10-02 09:37:20,Jebakan batman paling ampuh. Jangan pakai kalo hidup anda tak pingin hancur,Negatif
Niarosmawati 24,1,2024-10-02 09:36:36,apilikasi nya bagus banget sangat membantu orng lagi susah..,Negatif
Koko Sunarko,1,2024-10-02 09:36:12,1 bintang saja karna nggak sesuai yg di iklankan...iming²nya 50-80juta ech setelah data masuk cuma dpt limit 200rb,Negatif
Gina Bayu,5,2024-10-02 09:35:51,bgus,Positif
Reng Pecinan,1,2024-10-02 09:33:43,Busyetttt dendanya melebihi pinjaman pokok,Negatif
Joko Nugroho,5,2024-10-02 09:32:55,sangat bagus bunga pinjaman rendah,Positif
Rila Fauzila,4,2024-10-02 09:21:46,Aplikasi nya ga ribet. Tapi tolong untuk pembayaran nya jangan 2x dalam sebulan.,Positif
errys bram,5,2024-10-02 09:20:04,mdh2an cair,Positif
tutut handayani,5,2024-10-02 09:17:39,sangat membantu dan proses cepat,Positif
observasi chanel,5,2024-10-02 09:17:01,sangat mudah,Positif
Jarum Super,1,2024-10-02 09:14:03,Apk tai,Negatif
Joko Ko,4,2024-10-02 09:13:18,bungga rendah,Positif
Mbak Tentrem,5,2024-10-02 09:03:56,sangat membantu,Positif
Muhammad Farid Agil,5,2024-10-02 09:03:07,Aplikasi ini nagus tapi sayang Costumer servicenya selalu menelpon sedangkan saya hanya melakukan pendaftaran tidak melakukan pinjaman,Positif
yogi antara,3,2024-10-02 09:02:31,semoga baik,Positif
Achmad Saepudin,1,2024-10-02 09:00:11,"Pinjam hanya 1X habis itu gak di kasih lg, padahal udh lunas",Negatif
Charles Bolung,5,2024-10-02 08:47:16,mantap👍,Positif
Selalulaku Store,4,2024-10-02 08:41:12,"isi data ny mudah, ACC ny cepet bngt.. recommended buat solusi saat dalam butuh dana dadakan.",Positif
Ahmad Thamrin,5,2024-10-02 08:40:45,apk sangat bagus,Positif
ROHMAN RENDIYANA,5,2024-10-02 08:38:00,Knp saya pinjem yangke2kalinya mlh memburukbukan nambah mlh kecil saya kecewa dengan aplikasi ini,Positif
Jesicca Lover,4,2024-10-02 08:36:03,sangat membantu,Positif
Mohammad rizky Ramadhan,1,2024-10-02 08:29:47,Ganggu,Negatif
Husni Mms,4,2024-10-02 08:26:14,"sangat membantu, cuman limitnya sedikit",Positif
Jany Karundeng,5,2024-10-02 08:24:35,sangat membantu,Positif
Ari Yanto,5,2024-10-02 08:22:32,semoga selalu amanah.amiiin.jaya sllu easy cash,Positif
Aep Aep,5,2024-10-02 08:17:02,ok,Positif
Altha Fandra,5,2024-10-02 08:07:59,sangat puas,Positif
Yayat Suryatna,2,2024-10-02 08:05:21,Proses nya sangat lambat,Negatif
Yanuarius yawena,1,2024-10-02 08:03:39,Saya bayar tempat waktu di saat saya mau panjang lagi limit tdk ada gimna ini,Negatif
Hariono Har,5,2024-10-02 08:03:16,Sangat membant,Positif
Cahya Maulina,5,2024-10-02 08:02:54,kesan pertama bagus,Positif
Gifary Kaehe,1,2024-10-02 07:56:28,"Jelek, udah brpa kali ajuin tetap aja ngga lolos verifikasi, apk nya jelek",Negatif
Djari Baim,5,2024-10-02 07:55:40,sangat membantu,Positif
Vera Yunita,2,2024-10-02 07:43:45,"Tgl 1 oktber jam 1 siang..ini syaa uninstal enga jadi pinjam karena limit enga dikasih apa karena kmrn telat bayar jdi jelek ya..maaf hapus data2 sya jangan disalagunakan ya,kaloada tagihan tidak mau tanggung jawab sya....mohon sangat...terimakasih..tolong hapus ya🙏..sya pikir ud ada limit..msih kosong..",Negatif
Ums Psk,5,2024-10-02 07:42:08,sangat mudah,Positif
Man Cool,3,2024-10-02 07:39:18,tes dulu😁,Positif
Keisha Amalia,1,2024-10-02 07:37:56,"Aplikasi pinjaman ini parah sih ,ok gua telat sehari karena keperluan kerja, limit malah di non aktifkan,",Negatif
Hari Har,5,2024-10-02 07:36:56,bagus,Positif
Fardian Arifianto,5,2024-10-02 07:33:18,baik dan saya sangat berterimakasih,Positif
Fadlin Tehuayo,5,2024-10-02 07:31:44,mantap gak ribet,Positif
Nardindo Property,4,2024-10-02 07:31:29,sangat membantu,Positif
sri murtiyani,5,2024-10-02 07:28:30,niceee,Positif
haryati pamungkas,3,2024-10-02 07:25:53,Susah untuk bisa di acc,Positif
ukat edi,5,2024-10-02 07:21:04,"Mudah,an bagus",Positif
Darma Okta,3,2024-10-02 07:05:26,Yg terhormat bapa ibu saya minta tolong data data saya di hapus di karna kan pinjaman di tolak atau tida di proses,Positif
Misdia Wati,5,2024-10-02 07:04:17,semoga jadi awal yg baik. setelah sempat ku hapus....karena limit turun........,Positif
Wayan Sujena,3,2024-10-02 07:03:29,desiplin dan saling percaya untuk kerjasamanya,Positif
Zulfikar Muhamad,1,2024-10-02 06:59:05,"Kelamaan peninjauan buat pinjaman nya udah 2 hari , dasar kocak .. !!!",Negatif
Andika Prasetya,5,2024-10-02 06:40:21,cepet banget,Positif
Steven Rao,5,2024-10-02 06:37:34,👍🏻,Positif
Nopi,3,2024-10-02 06:28:14,baru mau nyoba mudah mudahan bisa membantu,Positif
ik ik,5,2024-10-02 06:22:15,👍,Positif
Ryan Coisz,5,2024-10-02 06:19:50,ko ratingnya 4.6 ya ? padahal pinjol paling rendah bunganya dibanding yg lain .. ini gw serius ga dibayar gw wrga biasa .. dan ini apk pinjol bunga termurah . tks,Positif
Gendra Sepiyono,5,2024-10-02 05:46:06,Applykasi yg sangat bagus dan membantu,Positif
2601 Putri,5,2024-10-02 05:41:19,sangat membantu,Positif
siti nurhanifah,5,2024-10-02 05:38:37,pemula,Positif
Aries,1,2024-10-02 05:35:13,Besar kali bunga pinjamannya,Negatif
Muhammad Khoiri 2E,5,2024-10-02 05:34:16,sangat membantu keuangan,Positif
Sitty Nuhalisa,1,2024-10-02 05:33:38,Jlk bgt di tlfn di suru downlod pas udh downlod tiba' limit yg di tntukan td bisa d trek frik bgt,Negatif
